Hospital_ID,Hospital_Name,State,City,Hospital_Type,Beds,Rating,Contact,Email,Pincode,Accredited
HOS0506,City Hospital 506,West Bengal,Hyderabad,Private,721,4.1,9470767129,h505@hospital.com,558415,No
HOS0507,City Hospital 507,Karnataka,Delhi,Government,768,4.0,9998530278,h506@hospital.com,434264,No
HOS0508,City Hospital 508,Maharashtra,Pune,Private,795,3.2,9761707028,h507@hospital.com,317562,No
HOS0509,City Hospital 509,Tamil Nadu,Pune,Government,885,3.8,9330298980,h508@hospital.com,388334,Yes
HOS0510,City Hospital 510,West Bengal,Delhi,Private,540,3.2,9647539175,h509@hospital.com,263826,Yes
HOS0511,City Hospital 511,Karnataka,Delhi,Private,731,4.9,9934725553,h510@hospital.com,405688,No
HOS0512,City Hospital 512,Telangana,Pune,Government,567,4.8,9372965765,h511@hospital.com,543970,No
HOS0513,City Hospital 513,Gujarat,Hyderabad,Government,276,3.6,9977379062,h512@hospital.com,618604,Yes
HOS0514,City Hospital 514,West Bengal,Delhi,Government,334,4.8,9838204788,h513@hospital.com,809878,Yes
HOS0515,City Hospital 515,Karnataka,Hyderabad,Government,784,3.9,9908246802,h514@hospital.com,420927,No
HOS0516,City Hospital 516,Tamil Nadu,Hyderabad,Private,903,3.2,9207255990,h515@hospital.com,717695,Yes
HOS0517,City Hospital 517,West Bengal,Pune,Private,113,4.0,9269016014,h516@hospital.com,203062,Yes
HOS0518,City Hospital 518,Telangana,Hyderabad,Private,587,4.6,9274311913,h517@hospital.com,358556,Yes
HOS0519,City Hospital 519,Uttar Pradesh,Delhi,Private,972,3.9,9837652167,h518@hospital.com,108998,Yes
HOS0520,City Hospital 520,Maharashtra,Pune,Government,697,3.4,9340913535,h519@hospital.com,200570,Yes
HOS0521,City Hospital 521,Uttar Pradesh,Pune,Government,426,4.7,9962513932,h520@hospital.com,264902,No
HOS0522,City Hospital 522,Gujarat,Hyderabad,Private,200,4.2,9950594824,h521@hospital.com,907185,Yes
HOS0523,City Hospital 523,Gujarat,Pune,Private,769,4.9,9672825448,h522@hospital.com,181587,No
HOS0524,City Hospital 524,Tamil Nadu,Pune,Private,482,3.4,9864842415,h523@hospital.com,432691,No
HOS0525,City Hospital 525,Gujarat,Hyderabad,Private,574,4.4,9762663600,h524@hospital.com,138533,No
HOS0526,City Hospital 526,Maharashtra,Pune,Government,976,3.3,9378776404,h525@hospital.com,660561,No
HOS0527,City Hospital 527,Tamil Nadu,Pune,Private,474,3.4,9119721795,h526@hospital.com,994531,No
HOS0528,City Hospital 528,Karnataka,Hyderabad,Private,383,4.6,9951787819,h527@hospital.com,604048,No
HOS0529,City Hospital 529,Tamil Nadu,Delhi,Government,996,3.6,9621443375,h528@hospital.com,260410,Yes
HOS0530,City Hospital 530,Uttar Pradesh,Pune,Private,407,4.4,9158200690,h529@hospital.com,916288,No
HOS0531,City Hospital 531,Uttar Pradesh,Pune,Government,217,3.8,9623444038,h530@hospital.com,971491,No
HOS0532,City Hospital 532,Maharashtra,Delhi,Government,436,4.4,9709619011,h531@hospital.com,154390,Yes
HOS0533,City Hospital 533,Delhi,Delhi,Private,668,4.5,9298386012,h532@hospital.com,992064,Yes
HOS0534,City Hospital 534,Delhi,Delhi,Private,66,3.8,9530896697,h533@hospital.com,684202,No
HOS0535,City Hospital 535,Karnataka,Hyderabad,Private,652,3.2,9390790250,h534@hospital.com,959500,No
HOS0536,City Hospital 536,Delhi,Delhi,Private,646,3.4,9604352040,h535@hospital.com,961319,No
HOS0537,City Hospital 537,Karnataka,Hyderabad,Private,455,4.5,9208512018,h536@hospital.com,475471,Yes
HOS0538,City Hospital 538,Maharashtra,Delhi,Government,306,4.1,9847329197,h537@hospital.com,710678,Yes
HOS0539,City Hospital 539,West Bengal,Delhi,Private,718,4.9,9340938969,h538@hospital.com,136174,Yes
HOS0540,City Hospital 540,West Bengal,Delhi,Government,174,3.8,9384637760,h539@hospital.com,744383,Yes
HOS0541,City Hospital 541,Gujarat,Delhi,Private,968,4.5,9289530855,h540@hospital.com,989888,Yes
HOS0542,City Hospital 542,Maharashtra,Pune,Private,449,4.0,9974817013,h541@hospital.com,619482,No
HOS0543,City Hospital 543,Delhi,Delhi,Government,868,4.6,9348389645,h542@hospital.com,673006,No
HOS0544,City Hospital 544,Uttar Pradesh,Hyderabad,Government,869,3.6,9777758993,h543@hospital.com,255274,No
HOS0545,City Hospital 545,Delhi,Pune,Private,755,4.5,9350795283,h544@hospital.com,169518,No
HOS0546,City Hospital 546,Delhi,Pune,Private,813,4.0,9796931482,h545@hospital.com,935076,Yes
HOS0547,City Hospital 547,Delhi,Delhi,Government,506,4.6,9684159993,h546@hospital.com,628049,No
HOS0548,City Hospital 548,Delhi,Delhi,Private,492,3.3,9358411406,h547@hospital.com,584206,No
HOS0549,City Hospital 549,Uttar Pradesh,Delhi,Government,970,4.3,9739512555,h548@hospital.com,784965,Yes
HOS0550,City Hospital 550,Maharashtra,Hyderabad,Private,492,3.5,9768717454,h549@hospital.com,261740,No
HOS0551,City Hospital 551,Uttar Pradesh,Delhi,Government,421,5.0,9503486384,h550@hospital.com,272260,No
HOS0552,City Hospital 552,Delhi,Pune,Government,224,4.9,9879578090,h551@hospital.com,438042,Yes
HOS0553,City Hospital 553,Maharashtra,Pune,Government,272,3.8,9512549404,h552@hospital.com,298423,No
HOS0554,City Hospital 554,Telangana,Hyderabad,Private,857,4.6,9244705528,h553@hospital.com,471951,Yes
HOS0555,City Hospital 555,Karnataka,Delhi,Private,315,3.9,9349848183,h554@hospital.com,801486,No
HOS0556,City Hospital 556,Gujarat,Pune,Private,234,4.3,9966873248,h555@hospital.com,205834,No
HOS0557,City Hospital 557,Tamil Nadu,Hyderabad,Government,393,3.5,9922095904,h556@hospital.com,546516,Yes
HOS0558,City Hospital 558,Uttar Pradesh,Pune,Private,903,4.2,9109363785,h557@hospital.com,312658,Yes
HOS0559,City Hospital 559,Telangana,Hyderabad,Government,628,4.7,9690477110,h558@hospital.com,821394,Yes
HOS0560,City Hospital 560,Maharashtra,Delhi,Private,870,3.7,9305752850,h559@hospital.com,151432,No
HOS0561,City Hospital 561,Tamil Nadu,Delhi,Private,477,4.6,9306542849,h560@hospital.com,202625,No
HOS0562,City Hospital 562,Karnataka,Pune,Private,878,3.6,9136278073,h561@hospital.com,699820,No
HOS0563,City Hospital 563,West Bengal,Pune,Government,363,4.9,9218390490,h562@hospital.com,975984,Yes
HOS0564,City Hospital 564,Telangana,Hyderabad,Government,87,5.0,9819761356,h563@hospital.com,409561,Yes
HOS0565,City Hospital 565,Tamil Nadu,Hyderabad,Government,497,3.5,9707324634,h564@hospital.com,208374,Yes
HOS0566,City Hospital 566,Maharashtra,Hyderabad,Private,256,4.1,9189251896,h565@hospital.com,993587,Yes
HOS0567,City Hospital 567,Karnataka,Pune,Private,59,3.5,9123587148,h566@hospital.com,996332,No
HOS0568,City Hospital 568,Karnataka,Delhi,Private,997,4.8,9173541952,h567@hospital.com,635531,No
HOS0569,City Hospital 569,Tamil Nadu,Pune,Private,642,4.9,9612431002,h568@hospital.com,689833,Yes
HOS0570,City Hospital 570,Maharashtra,Pune,Private,677,4.2,9712004671,h569@hospital.com,457971,No
HOS0571,City Hospital 571,West Bengal,Pune,Government,759,4.3,9565356593,h570@hospital.com,765243,No
HOS0572,City Hospital 572,Maharashtra,Pune,Government,258,4.5,9932397572,h571@hospital.com,764775,Yes
HOS0573,City Hospital 573,West Bengal,Hyderabad,Private,229,3.2,9994322190,h572@hospital.com,115498,Yes
HOS0574,City Hospital 574,West Bengal,Pune,Private,173,3.3,9559166063,h573@hospital.com,491376,Yes
HOS0575,City Hospital 575,West Bengal,Hyderabad,Government,319,3.9,9366136435,h574@hospital.com,854137,No
HOS0576,City Hospital 576,Delhi,Delhi,Government,228,3.8,9144114894,h575@hospital.com,740499,No
HOS0577,City Hospital 577,Delhi,Delhi,Private,875,3.7,9109680300,h576@hospital.com,592053,Yes
HOS0578,City Hospital 578,Gujarat,Hyderabad,Private,903,4.9,9130738795,h577@hospital.com,617480,Yes
HOS0579,City Hospital 579,Delhi,Delhi,Private,915,3.4,9181984583,h578@hospital.com,271707,No
HOS0580,City Hospital 580,Gujarat,Hyderabad,Government,128,3.7,9619328877,h579@hospital.com,843355,No
HOS0581,City Hospital 581,Tamil Nadu,Delhi,Private,304,3.5,9916386353,h580@hospital.com,302667,Yes
HOS0582,City Hospital 582,Uttar Pradesh,Delhi,Private,671,3.8,9424363515,h581@hospital.com,738038,No
HOS0583,City Hospital 583,West Bengal,Hyderabad,Private,968,3.5,9400662002,h582@hospital.com,231770,Yes
HOS0584,City Hospital 584,Tamil Nadu,Delhi,Government,256,4.3,9660390811,h583@hospital.com,680310,No
HOS0585,City Hospital 585,Uttar Pradesh,Hyderabad,Government,647,4.4,9409426548,h584@hospital.com,501385,Yes
HOS0586,City Hospital 586,Telangana,Hyderabad,Private,441,3.7,9946760172,h585@hospital.com,773329,No
HOS0587,City Hospital 587,Karnataka,Delhi,Private,919,3.8,9629479413,h586@hospital.com,570751,Yes
HOS0588,City Hospital 588,Karnataka,Pune,Private,452,4.5,9973828293,h587@hospital.com,384269,Yes
HOS0589,City Hospital 589,Delhi,Hyderabad,Private,588,3.8,9101952424,h588@hospital.com,624288,No
HOS0590,City Hospital 590,West Bengal,Hyderabad,Government,575,3.5,9326488668,h589@hospital.com,419207,Yes
HOS0591,City Hospital 591,Delhi,Hyderabad,Government,593,3.3,9995026979,h590@hospital.com,726158,Yes
HOS0592,City Hospital 592,Karnataka,Delhi,Government,832,4.6,9794219289,h591@hospital.com,558913,No
HOS0593,City Hospital 593,Maharashtra,Hyderabad,Private,765,4.1,9615956397,h592@hospital.com,977427,No
HOS0594,City Hospital 594,Maharashtra,Pune,Private,977,4.5,9410568660,h593@hospital.com,127824,Yes
HOS0595,City Hospital 595,Gujarat,Delhi,Private,639,3.2,9258762618,h594@hospital.com,544048,No
HOS0596,City Hospital 596,Tamil Nadu,Pune,Private,842,4.8,9379965330,h595@hospital.com,114865,Yes
HOS0597,City Hospital 597,Tamil Nadu,Pune,Private,133,3.6,9130285988,h596@hospital.com,469727,No
HOS0598,City Hospital 598,West Bengal,Delhi,Private,878,3.2,9806790050,h597@hospital.com,833754,No
HOS0599,City Hospital 599,Karnataka,Delhi,Government,588,4.2,9700406237,h598@hospital.com,970392,Yes
HOS0600,City Hospital 600,Delhi,Delhi,Government,159,3.1,9770950413,h599@hospital.com,762319,No
HOS0601,City Hospital 601,Gujarat,Pune,Government,583,4.4,9281603250,h600@hospital.com,571091,Yes
HOS0602,City Hospital 602,Uttar Pradesh,Hyderabad,Private,892,4.9,9109837507,h601@hospital.com,245674,No
HOS0603,City Hospital 603,Gujarat,Pune,Government,390,4.5,9880278472,h602@hospital.com,924933,No
HOS0604,City Hospital 604,Gujarat,Delhi,Private,924,4.3,9268149766,h603@hospital.com,114917,No
HOS0605,City Hospital 605,West Bengal,Delhi,Private,866,3.2,9762000668,h604@hospital.com,721282,Yes
HOS0606,City Hospital 606,Uttar Pradesh,Pune,Government,501,3.0,9655303161,h605@hospital.com,593813,No
HOS0607,City Hospital 607,Uttar Pradesh,Hyderabad,Government,741,3.5,9589707757,h606@hospital.com,210000,Yes
HOS0608,City Hospital 608,West Bengal,Pune,Private,340,3.1,9884238044,h607@hospital.com,639979,No
HOS0609,City Hospital 609,Maharashtra,Hyderabad,Government,301,4.8,9911399659,h608@hospital.com,740784,Yes
HOS0610,City Hospital 610,Maharashtra,Pune,Private,728,4.1,9184735289,h609@hospital.com,366430,Yes
HOS0611,City Hospital 611,Uttar Pradesh,Pune,Private,311,3.3,9423840715,h610@hospital.com,841483,No
HOS0612,City Hospital 612,Delhi,Delhi,Private,92,4.2,9732699329,h611@hospital.com,376080,No
HOS0613,City Hospital 613,Maharashtra,Hyderabad,Private,211,4.5,9739277990,h612@hospital.com,425735,Yes
HOS0614,City Hospital 614,West Bengal,Hyderabad,Private,123,4.1,9403779589,h613@hospital.com,596849,No
HOS0615,City Hospital 615,Tamil Nadu,Delhi,Private,509,3.9,9221210486,h614@hospital.com,428453,Yes
HOS0616,City Hospital 616,Tamil Nadu,Delhi,Government,117,3.4,9420725576,h615@hospital.com,620052,Yes
HOS0617,City Hospital 617,Gujarat,Pune,Government,858,4.0,9301348418,h616@hospital.com,329120,Yes
HOS0618,City Hospital 618,Gujarat,Hyderabad,Private,823,3.4,9917760009,h617@hospital.com,729405,No
HOS0619,City Hospital 619,Delhi,Pune,Government,646,4.3,9367967570,h618@hospital.com,660680,Yes
HOS0620,City Hospital 620,Telangana,Pune,Private,972,3.9,9913555741,h619@hospital.com,991406,No
HOS0621,City Hospital 621,Tamil Nadu,Pune,Government,614,3.8,9209936089,h620@hospital.com,660640,No
HOS0622,City Hospital 622,Telangana,Delhi,Private,322,3.0,9394333963,h621@hospital.com,780022,No
HOS0623,City Hospital 623,Maharashtra,Delhi,Government,224,3.9,9500498324,h622@hospital.com,197729,No
HOS0624,City Hospital 624,Uttar Pradesh,Pune,Government,763,4.0,9926879497,h623@hospital.com,297988,Yes
HOS0625,City Hospital 625,Delhi,Hyderabad,Government,443,3.6,9970201008,h624@hospital.com,584489,Yes
HOS0626,City Hospital 626,Karnataka,Pune,Private,494,3.9,9636285900,h625@hospital.com,781125,Yes
HOS0627,City Hospital 627,Karnataka,Delhi,Private,765,3.4,9843399565,h626@hospital.com,268250,No
HOS0628,City Hospital 628,Tamil Nadu,Delhi,Private,917,3.7,9249173062,h627@hospital.com,441269,No
HOS0629,City Hospital 629,Gujarat,Pune,Private,934,3.8,9143995536,h628@hospital.com,672935,Yes
HOS0630,City Hospital 630,Telangana,Hyderabad,Government,868,3.4,9972062302,h629@hospital.com,427138,No
HOS0631,City Hospital 631,Delhi,Hyderabad,Government,957,3.7,9936971930,h630@hospital.com,255393,Yes
HOS0632,City Hospital 632,Gujarat,Delhi,Government,266,3.4,9438493043,h631@hospital.com,835748,No
HOS0633,City Hospital 633,Maharashtra,Delhi,Government,579,4.7,9198968293,h632@hospital.com,248991,No
HOS0634,City Hospital 634,Uttar Pradesh,Delhi,Private,393,3.7,9688483574,h633@hospital.com,507210,Yes
HOS0635,City Hospital 635,Gujarat,Hyderabad,Government,171,3.9,9847986314,h634@hospital.com,890901,No
HOS0636,City Hospital 636,Telangana,Pune,Government,653,4.9,9868267697,h635@hospital.com,878040,No
HOS0637,City Hospital 637,Tamil Nadu,Hyderabad,Private,969,3.4,9236636674,h636@hospital.com,138939,No
HOS0638,City Hospital 638,West Bengal,Delhi,Government,252,4.6,9895799881,h637@hospital.com,559366,No
HOS0639,City Hospital 639,Telangana,Pune,Government,380,3.3,9523833789,h638@hospital.com,311762,Yes
HOS0640,City Hospital 640,Telangana,Hyderabad,Government,578,4.0,9666386863,h639@hospital.com,910019,No
HOS0641,City Hospital 641,Gujarat,Pune,Private,824,3.8,9787661320,h640@hospital.com,503674,No
HOS0642,City Hospital 642,Uttar Pradesh,Hyderabad,Government,284,5.0,9233344913,h641@hospital.com,824452,No
HOS0643,City Hospital 643,Karnataka,Hyderabad,Private,785,3.8,9484596759,h642@hospital.com,472950,Yes
HOS0644,City Hospital 644,Telangana,Hyderabad,Private,228,3.7,9619904874,h643@hospital.com,332480,Yes
HOS0645,City Hospital 645,Tamil Nadu,Delhi,Government,990,4.4,9935631612,h644@hospital.com,810035,Yes
HOS0646,City Hospital 646,West Bengal,Delhi,Government,446,4.8,9411461159,h645@hospital.com,235190,Yes
HOS0647,City Hospital 647,Karnataka,Delhi,Private,651,3.2,9141310750,h646@hospital.com,222206,Yes
HOS0648,City Hospital 648,Uttar Pradesh,Pune,Private,434,4.6,9324663877,h647@hospital.com,925218,Yes
HOS0649,City Hospital 649,Delhi,Pune,Government,304,3.6,9194909559,h648@hospital.com,941693,Yes
HOS0650,City Hospital 650,Telangana,Delhi,Private,909,4.4,9753010993,h649@hospital.com,215042,Yes
HOS0651,City Hospital 651,Delhi,Hyderabad,Private,547,4.9,9420049750,h650@hospital.com,231323,Yes
HOS0652,City Hospital 652,Uttar Pradesh,Delhi,Government,704,3.4,9161966144,h651@hospital.com,846897,Yes
HOS0653,City Hospital 653,Telangana,Delhi,Private,142,4.1,9348281801,h652@hospital.com,551670,No
HOS0654,City Hospital 654,Delhi,Pune,Private,476,4.5,9855450892,h653@hospital.com,164185,No
HOS0655,City Hospital 655,Karnataka,Pune,Private,792,4.7,9755551653,h654@hospital.com,168756,Yes
HOS0656,City Hospital 656,Karnataka,Pune,Government,794,4.7,9172368887,h655@hospital.com,124521,No
HOS0657,City Hospital 657,West Bengal,Hyderabad,Government,524,4.5,9473392923,h656@hospital.com,183088,Yes
HOS0658,City Hospital 658,Karnataka,Delhi,Private,636,3.5,9586760477,h657@hospital.com,792688,Yes
HOS0659,City Hospital 659,Uttar Pradesh,Pune,Private,369,3.2,9477600696,h658@hospital.com,539947,No
HOS0660,City Hospital 660,Uttar Pradesh,Pune,Private,809,4.5,9874792502,h659@hospital.com,148509,Yes
HOS0661,City Hospital 661,Tamil Nadu,Hyderabad,Government,125,3.9,9148768726,h660@hospital.com,723007,No
HOS0662,City Hospital 662,Tamil Nadu,Pune,Private,914,4.1,9330735492,h661@hospital.com,630593,No
HOS0663,City Hospital 663,Uttar Pradesh,Delhi,Government,729,4.2,9459892644,h662@hospital.com,477357,No
HOS0664,City Hospital 664,Uttar Pradesh,Hyderabad,Government,500,3.1,9707344783,h663@hospital.com,878836,No
HOS0665,City Hospital 665,Tamil Nadu,Pune,Government,324,4.2,9143028530,h664@hospital.com,842460,Yes
HOS0666,City Hospital 666,Tamil Nadu,Hyderabad,Private,520,3.0,9982603879,h665@hospital.com,177066,Yes
HOS0667,City Hospital 667,West Bengal,Delhi,Government,728,4.5,9147220934,h666@hospital.com,930318,No
HOS0668,City Hospital 668,Delhi,Pune,Private,203,3.7,9292812664,h667@hospital.com,725089,Yes
HOS0669,City Hospital 669,Maharashtra,Hyderabad,Private,608,4.4,9235035539,h668@hospital.com,493620,No
HOS0670,City Hospital 670,Delhi,Pune,Government,165,3.6,9848942388,h669@hospital.com,225302,Yes
HOS0671,City Hospital 671,Karnataka,Hyderabad,Private,328,4.6,9567138898,h670@hospital.com,429370,Yes
HOS0672,City Hospital 672,Maharashtra,Pune,Government,732,4.9,9554299336,h671@hospital.com,245008,No
HOS0673,City Hospital 673,Gujarat,Hyderabad,Government,298,3.3,9392366071,h672@hospital.com,215182,Yes
HOS0674,City Hospital 674,Gujarat,Pune,Government,67,3.6,9963370186,h673@hospital.com,383322,Yes
HOS0675,City Hospital 675,Karnataka,Pune,Government,64,4.4,9274949613,h674@hospital.com,569844,No
HOS0676,City Hospital 676,Maharashtra,Delhi,Private,858,4.5,9629871160,h675@hospital.com,959541,No
HOS0677,City Hospital 677,Telangana,Delhi,Private,666,4.7,9554840474,h676@hospital.com,998813,Yes
HOS0678,City Hospital 678,Karnataka,Pune,Government,154,4.3,9964961173,h677@hospital.com,499093,Yes
HOS0679,City Hospital 679,Karnataka,Hyderabad,Government,920,3.1,9354065167,h678@hospital.com,325818,Yes
HOS0680,City Hospital 680,Gujarat,Pune,Government,705,4.8,9395291169,h679@hospital.com,727364,Yes
HOS0681,City Hospital 681,Telangana,Pune,Government,446,4.0,9603375097,h680@hospital.com,626345,Yes
HOS0682,City Hospital 682,Telangana,Delhi,Private,965,4.2,9337915875,h681@hospital.com,717983,No
HOS0683,City Hospital 683,Gujarat,Delhi,Private,247,4.6,9136676278,h682@hospital.com,769691,Yes
HOS0684,City Hospital 684,Karnataka,Pune,Private,278,4.5,9386107796,h683@hospital.com,653850,No
HOS0685,City Hospital 685,Karnataka,Hyderabad,Government,517,4.0,9573232161,h684@hospital.com,413823,Yes
HOS0686,City Hospital 686,Karnataka,Delhi,Government,658,4.0,9160194111,h685@hospital.com,742430,Yes
HOS0687,City Hospital 687,Delhi,Hyderabad,Government,149,3.9,9794072975,h686@hospital.com,726839,Yes
HOS0688,City Hospital 688,Maharashtra,Hyderabad,Government,672,4.0,9719050181,h687@hospital.com,782505,No
HOS0689,City Hospital 689,Telangana,Pune,Private,599,4.5,9750629829,h688@hospital.com,450713,Yes
HOS0690,City Hospital 690,Maharashtra,Pune,Private,289,4.1,9718200677,h689@hospital.com,749495,No
HOS0691,City Hospital 691,Telangana,Delhi,Private,238,4.1,9611194855,h690@hospital.com,276301,Yes
HOS0692,City Hospital 692,Tamil Nadu,Hyderabad,Government,193,3.8,9846641409,h691@hospital.com,174726,No
HOS0693,City Hospital 693,Tamil Nadu,Delhi,Private,73,4.4,9659020354,h692@hospital.com,148277,No
HOS0694,City Hospital 694,Delhi,Pune,Private,163,3.1,9486241688,h693@hospital.com,297386,No
HOS0695,City Hospital 695,Telangana,Delhi,Private,775,4.0,9434929537,h694@hospital.com,146945,Yes
HOS0696,City Hospital 696,Gujarat,Hyderabad,Private,148,4.4,9679011064,h695@hospital.com,712516,Yes
HOS0697,City Hospital 697,Maharashtra,Pune,Private,616,4.1,9692084469,h696@hospital.com,171810,No
HOS0698,City Hospital 698,Telangana,Hyderabad,Private,376,4.1,9830001294,h697@hospital.com,286780,Yes
HOS0699,City Hospital 699,West Bengal,Pune,Government,899,4.5,9804337182,h698@hospital.com,137075,No
HOS0700,City Hospital 700,Tamil Nadu,Hyderabad,Government,261,4.8,9391906594,h699@hospital.com,829668,No
HOS0701,City Hospital 701,West Bengal,Pune,Government,946,3.5,9953229144,h700@hospital.com,736466,Yes
HOS0702,City Hospital 702,Delhi,Hyderabad,Private,267,3.9,9900983374,h701@hospital.com,568853,No
HOS0703,City Hospital 703,Gujarat,Delhi,Government,606,3.3,9671235021,h702@hospital.com,979028,No
HOS0704,City Hospital 704,West Bengal,Pune,Government,320,3.1,9442730131,h703@hospital.com,671703,Yes
HOS0705,City Hospital 705,Gujarat,Pune,Private,697,3.7,9131340346,h704@hospital.com,263830,No
HOS0706,City Hospital 706,Delhi,Delhi,Private,263,3.0,9253142488,h705@hospital.com,458038,No
HOS0707,City Hospital 707,West Bengal,Hyderabad,Government,608,4.4,9560313410,h706@hospital.com,246263,Yes
HOS0708,City Hospital 708,Telangana,Delhi,Government,504,3.4,9714539820,h707@hospital.com,674478,Yes
HOS0709,City Hospital 709,West Bengal,Delhi,Government,540,4.9,9159687431,h708@hospital.com,367207,Yes
HOS0710,City Hospital 710,Tamil Nadu,Hyderabad,Government,453,3.6,9827348360,h709@hospital.com,931946,Yes
HOS0711,City Hospital 711,Delhi,Delhi,Private,901,3.5,9430461895,h710@hospital.com,124032,Yes
HOS0712,City Hospital 712,Gujarat,Pune,Government,358,4.3,9991729855,h711@hospital.com,283881,No
HOS0713,City Hospital 713,Tamil Nadu,Hyderabad,Government,206,4.5,9278365386,h712@hospital.com,185535,No
HOS0714,City Hospital 714,Delhi,Pune,Government,215,3.3,9311064548,h713@hospital.com,582570,Yes
HOS0715,City Hospital 715,Uttar Pradesh,Hyderabad,Private,558,4.4,9641393138,h714@hospital.com,247334,No
HOS0716,City Hospital 716,Gujarat,Hyderabad,Private,557,4.4,9874560380,h715@hospital.com,908935,No
HOS0717,City Hospital 717,Uttar Pradesh,Delhi,Government,661,3.6,9156259913,h716@hospital.com,341396,No
HOS0718,City Hospital 718,Uttar Pradesh,Delhi,Private,885,3.6,9854304561,h717@hospital.com,707301,Yes
HOS0719,City Hospital 719,Karnataka,Hyderabad,Government,174,4.6,9447136206,h718@hospital.com,822986,No
HOS0720,City Hospital 720,Tamil Nadu,Hyderabad,Private,455,3.9,9639164855,h719@hospital.com,888170,Yes
HOS0721,City Hospital 721,Gujarat,Hyderabad,Government,154,3.4,9973976750,h720@hospital.com,635309,Yes
HOS0722,City Hospital 722,Telangana,Hyderabad,Private,906,4.9,9748518521,h721@hospital.com,834692,Yes
HOS0723,City Hospital 723,Telangana,Delhi,Private,315,4.3,9781929067,h722@hospital.com,824871,Yes
HOS0724,City Hospital 724,Tamil Nadu,Pune,Government,235,3.6,9390890229,h723@hospital.com,915097,Yes
HOS0725,City Hospital 725,Delhi,Pune,Private,642,4.6,9987030025,h724@hospital.com,363593,No
HOS0726,City Hospital 726,Delhi,Delhi,Private,222,3.7,9563059014,h725@hospital.com,106062,No
HOS0727,City Hospital 727,Delhi,Hyderabad,Government,155,4.9,9538428697,h726@hospital.com,640435,Yes
HOS0728,City Hospital 728,Delhi,Pune,Government,549,3.2,9528428393,h727@hospital.com,639609,Yes
HOS0729,City Hospital 729,Telangana,Delhi,Government,647,3.8,9822952479,h728@hospital.com,682294,No
HOS0730,City Hospital 730,Telangana,Delhi,Government,682,3.5,9296222434,h729@hospital.com,955120,No
HOS0731,City Hospital 731,Karnataka,Pune,Government,411,3.7,9254792288,h730@hospital.com,536150,No
HOS0732,City Hospital 732,Tamil Nadu,Pune,Private,426,4.9,9455082843,h731@hospital.com,297302,Yes
HOS0733,City Hospital 733,Delhi,Delhi,Private,235,4.0,9200067501,h732@hospital.com,847253,Yes
HOS0734,City Hospital 734,Delhi,Hyderabad,Private,807,3.6,9958380813,h733@hospital.com,158689,No
HOS0735,City Hospital 735,Tamil Nadu,Delhi,Government,663,3.7,9762445821,h734@hospital.com,449855,No
HOS0736,City Hospital 736,Karnataka,Delhi,Private,726,4.0,9324825568,h735@hospital.com,198142,Yes
HOS0737,City Hospital 737,Delhi,Hyderabad,Private,486,3.5,9118119301,h736@hospital.com,555678,Yes
HOS0738,City Hospital 738,Uttar Pradesh,Hyderabad,Private,914,4.6,9668598000,h737@hospital.com,238622,No
HOS0739,City Hospital 739,Gujarat,Pune,Government,416,4.9,9321643396,h738@hospital.com,910326,No
HOS0740,City Hospital 740,Telangana,Delhi,Private,155,3.7,9219450154,h739@hospital.com,129293,Yes
HOS0741,City Hospital 741,Karnataka,Delhi,Private,265,4.5,9965688061,h740@hospital.com,407441,Yes
HOS0742,City Hospital 742,Maharashtra,Delhi,Private,835,3.9,9554860124,h741@hospital.com,700478,No
HOS0743,City Hospital 743,Karnataka,Hyderabad,Government,442,3.8,9113582778,h742@hospital.com,872856,No
HOS0744,City Hospital 744,Telangana,Hyderabad,Private,774,4.7,9688707571,h743@hospital.com,918314,Yes
HOS0745,City Hospital 745,Maharashtra,Hyderabad,Government,1000,4.8,9550746239,h744@hospital.com,422121,No
HOS0746,City Hospital 746,Delhi,Pune,Government,600,3.2,9406818491,h745@hospital.com,775026,No
HOS0747,City Hospital 747,Karnataka,Pune,Government,313,3.5,9933835323,h746@hospital.com,954662,Yes
HOS0748,City Hospital 748,Delhi,Pune,Private,467,4.8,9604408613,h747@hospital.com,721078,No
HOS0749,City Hospital 749,West Bengal,Delhi,Private,732,3.7,9647101341,h748@hospital.com,198837,No
HOS0750,City Hospital 750,Delhi,Delhi,Private,140,4.1,9457240595,h749@hospital.com,812348,Yes
HOS0751,City Hospital 751,Uttar Pradesh,Pune,Private,468,4.2,9172743809,h750@hospital.com,838815,Yes
HOS0752,City Hospital 752,Karnataka,Hyderabad,Government,889,3.9,9429692009,h751@hospital.com,663849,No
HOS0753,City Hospital 753,Tamil Nadu,Delhi,Government,255,4.2,9697903913,h752@hospital.com,694849,Yes
HOS0754,City Hospital 754,Delhi,Hyderabad,Government,829,3.6,9393950249,h753@hospital.com,398656,Yes
HOS0755,City Hospital 755,Tamil Nadu,Pune,Private,148,4.6,9968205370,h754@hospital.com,789529,No
HOS0756,City Hospital 756,Karnataka,Hyderabad,Private,207,4.7,9876636603,h755@hospital.com,695070,No
HOS0757,City Hospital 757,Gujarat,Hyderabad,Private,554,3.8,9280475675,h756@hospital.com,958834,No
HOS0758,City Hospital 758,Uttar Pradesh,Pune,Government,818,3.6,9569504235,h757@hospital.com,767270,Yes
